name,psgcCode
Naguilayan West,0105527053
Naguilian,1400120005
Naguilian,1408101005
Naguilian,0102907008
Naguilian,0201509007
Naguilian,0201516026
Naguilian Norte,0203114062
Naguilian Sur,0203114063
Naguillan,0102814008
Naguimba,0102902013
Naguirangan,0102805029
Naguirangan,0103316026
Naguirayan,1400118008
Naguituban,0103316027
Naguneg,0102914019
Nagustan,0600414012
Nagwaling,0300811016
Nagyubuyuban,0103314034
Nagyubuyuban,0103316028
Nahaong,0806405008
Nahapay,0603020024
Nahapunan,0500501024
Nahawan,0701214017
Nahud,0701218008
Nahulid,0804806028
Nahulid,0806405009
Nahus-an,0702247015
Naiba,1804617008
Naibuan,1705110040
Nailaban,0504110016
Naile,0600406020
Nailo,0701247025
Nailon,0702211019
Nailon,1004216025
Nainday,0504117023
Naisud,0600406021
Najandig,1804625009
Naje,1204718022
Najus-an,0601908018
Nakalaya,0501605009
Nakanmuan,0200905003
Nakar,0203128013
Nala,0907216026
Nalapaan,1999906006
Nalasin,0102816012
Nalasin,0102822016
Nalasin,0102927016
Nalasin,0102928014
Nalasin,0103305020
Nalayahan,0501735012
Nalbang,0603028063
Nalbu,1402706025
Nalbuan,1400113008
Nalbugan,0603013054
Nalhub,0702222025
Nalibunan,0803701039
Naligusan,0600406022
Nalihawan,0600608036
Nalihugan,0806007055
Nalil,1907002045
Nalilidan,1206505020
Nalin,1204709031
Nalinan,1908710025
Naliwatan,0803724018
Nalkan,1908704006
Nalneran,0105509007
Nalook,0600407012
Nalsian,0105517017
Nalsian,0105525031
Nalsian Norte,0105511047
Nalsian Norte,0105524050
Nalsian Sur,0105511048
Nalsian Sur,0105524051
Nalubbunan,0205011009
Nalumsan,0603014026
Nalunao,0405623026
Nalundan,0603020025
Nalundan,1804607015
Nalus,1208003013
Nalusdan,0600602031
Nalvo,0102817003
Nalvo,0102926024
Nalvo Norte,0103310018
Nalvo Sur,0103310019
Nam-o Norte,0603030080
Nam-o Sur,0603030079
Nama,0105530022
Namabbalan Norte,0201529029
Namabbalan Sur,0201529048
Namagbagan,0105505012
Namagbagan,0105539010
Namal,1402711006
Namalangan,0102922018
Namalpalan,0102912019
Namaltugan,1408101006
Namaltugan,0103319008
Namamparan,0205006008
Namanday,0500501025
Namantao,0500501026
Namantao,0500503040
Namarabar,1400117003
Namat Masla,1206509029
Namatacan,0307112008
Namatay,0603016021
Namatec,1404407010
Namatican,0102925019
Namatucan,0105501012
Namayan,1380500018
Namayan,0301410035
Nambalan,0306908015
Nambalan,0306915009
Nambaran,1403213025
Nambaran,0102802015
Nambaran,0102928017
Namboongan,0103317015
Nambucayan,1403213026
Namillangan,1402707009
Namit-ingan,1400107010
Namitpit,0102915005
Namnam,1001318020
Namnama,1402707008
Namnama,0102930027
Namnama,0203107016
Namnama,0203114064
Namnama,0203115025
Namnama,0203137033
Namnama,0908315018
Namnama,1206306013
Namo,0506203037
Namocon,0603045041
Namolan,0105522025
Namonitan,0103317016
Namoroc,0102823035
Nampalcan,0105544039
Nampicuan,0203103019
Namruangan,0102905021
Namtutan,0103314035
Namuac,0201522015
Namuat,0501713006
Namuccayan,0201526022
Namuco,0401021025
Namuken,1908711007
Namulandayan,0304916017
Namulditan,1402709006
Namunga,0401021026
Namurabod,0501705019
Namut,1004216026
Nanaguan,0203114065
Nanagun,1903636018
Nanan,0908311014
Nanangduan,1400119011
Nanauatan,0201521020
Nanbagatan,0105548016
Nanca,1804508015
Nancalabasaan,0105544040
Nancalobasaan,0105546024
Nancamaliran East,0105546025
Nancamaliran West,0105546026
Nancamarinan,0306910021
Nancapian,0105524049
Nancasalan,0105527054
Nancayasan,0105546027
Nandacan,0105510007
Nanding Lopez,0603018031
Naneng,1403213027
Nanerman,0102928018
Nanga,0603020026
Nanga,0603037039
Nanga-an,1999902002
Nangabulan,0304931013
Nangalao,1705313007
Nangalasauan,0201504040
Nangalinan,0201506030
Nangalisan,1401113006
Nangalisan,0102925020
Nangalisan,0103303025
Nangalisan,0105520009
Nangalisan,0201527019
Nangalisan,0205003006
Nangan,1102506008
Nangan-nangan,0907344013
Nangapugan,0105537018
Nangca,0907212008
Nangcaan,0907212009
Nangcamotian,0103313020
Nangcaon,1004321011
Nangi,1908713015
Nanginan,0907203014
Nangka,1380700006
Nangka,1704006017
Nangka,0603009017
Nangka,1804606015
Nangka,0702208021
Nangka,0702212010
Nangka,0702219009
Nangka,0702223028
Nangka,0907306017
Nangka,1001311008
Nangka,1003502017
Nangka I,1704004028
Nangka Ibaba,0405647022
Nangka II,1704004029
Nangka Ilaya,0405647028
Nangkaan,0401018014
Nangobongan,1400122011
Nanguilattan,0201519019
Nanguma,0403414005
Nanguyudan,0102816013
Nanhaya,0403430004
Nanipsan,0504110017
Nannarian,0201519020
Nansangaan,0105524053
Nansiakan,0205010015
Nansuagao,0102907009
Nantangalan,0105530023
Nantawakan,0205009028
Nanuccauan,0201504041
Nanunga,1804511017
Nanungaran,0201521021
Nanyo,1102315022
Naocondiot,0504117024
Napaan,0600412013
Napacao,1804619017
Napalico,1001309035
Napalico,1204718023
Napaliong,0203115026
Napaliran,1004302019
Napalisan,0806007056
Napandong,0607903013
Napangan,1004217008
Napantao,0806413007
Napao,0500501027
Napaod,0501606043
Naparaan,0802619037
Naparasan,0804812010
Naparing,0300804020
Napaset,0103305021
Napaset,0103310020
Napasu-an,1804614024
Napatag,0600417007
Napawon,0501715019
Napilan,0907212010
Napilihan,0501612012
Napindan,1381500010
Napnapan,1108211007
Napnapan Norte,0603045042
Napnapan Sur,0603045043
Napnapon,1206509030
Napnot,0600410016
Napnud,0603026017
Napo,0102912025
Napo,0102928019
Napo,0205001006
Napo,1704005043
Napo,0500514036
Napo,0502006014
Napo,1806105008
Napo,0701202009
Napo,0701224040
Napo,0701230045
Napo,0702214007
Napo,0804814019
Napo,0907201024
Napo,0907302040
Napo,1003510004
Napo,1600306017
Napok,1908806018
Napolan,0907322035
Napoles,1804502018
Napolidan,0501719025
Napon-Napon,0304920011
Napotiocan,0804808038
Nappaccu Grande,0203125012
Nappaccu Pequeño,0203125013
Napsan,1731500041
Napti,0600404016
Napu,0102803026
Napua,1404407011
Napuid,0600611022
Napulan,0907220020
Napungas,1102301028
Napuro,0806016027
Napuro II,0806016037
Napurog,1004216027
Nara,1908710026
Narangasan,0504112016
Nararagan,0201507014
Narat-an,0603030082
Narauis,1804511018
Narirong,0600602032
Narnara,1400119012
Naro,0504106020
Narorogan,0603030083
Narra,0103303029
Narra,0105535011
Narra,0203112032
Narra,0403425022
Narra,1705206023
Narra,1705315014
Narra,1705318012
Narra,1804606016
Narra,0804805071
Narra,1903602014
Narra Este,0103314036
Narra I,0402118052
Narra II,0402118060
Narra III,0402118061
Narra Oeste,0103314037
Naruangan,0201528023
Narvacan,0103317017
Narvacan I,0304911043
Narvacan II,0304911044
Narvaez,0402107009
Nasaka,0603029035
Nasalaan,0405642010
Nasandig,0504104009
Nasapahan,0603027017
Nasapian,1999901005
Nasaug,0806407043
Nasi,0401021028
Nasibac,0907226008
Nasidman,0603001014
Nasig-id,1804625008
Nasingin,0701226016
Nasipang,0907212011
Nasipit,0702210032
Nasirum,0603031014
Nasisi,0500508032
Naslo,0603037036
Naslo-Bucao,0603029036
Naspi,0506213036
Nassiping,0201513038
Nasugban,0603043048
Nasuje,0506203034
Nasukob,1705204011
Nasuli,0600614033
Nasuli,0603029037
Nasuli C,0600601015
Nasuli-A,0600607042
Nasunduan,0504113016
Nasungan,1804613018
Nasunogan,1705902009
Nasunogan,0601902017
Nasunogan,0803738072
Nataban,1804524008
Natan,0908303029
Natandol,1705110033
Natangcopan,1003516018
Natangcopan,1903625022
Natangcopan,1903637012
Natappian East,0201527020
Natappian West,0201527042
Nataron,1903616059
Natasan,0500507029
Natatas,0401031029
Natawo,0804814020
Natba,0102802016
Nati,0806407044
Nati,1206512017
Natimonan,0806007057
Natipuan,0401019037
Natividad,0103311029
Natividad,0305407008
Natividad,0307112009
Natividad,0403421006
Natividad,0600617010
Natividad,0601911011
Natividad,0603008011
Natividad,0603025051
Natividad,0802621008
Natividad,1206502022
Natividad North,0304904008
Natividad South,0304904009
Nato,0501731012
Nato,0506208024
Nato,0600601016
Nato,1804517010
Nato,0802623014
Nato,0907218022
Nato,1600303017
Nattanzan,0201515017
Nattum,1402706026
Natu,0401021027
Natubgan,0803726014
Natubleng,1401105012
Natubo,1004311009
Natulongan,1001308020
Natumolan,1004324005
Natunuan,0401022020
Natunuan North,0401026015
Natunuan South,0401026016
Natutungan,1204708029
Naubay,0802613015
Naugsol,0307114017
Nauguisan,0803714012
Nauguisan,0803715026
Nauhang,1804527016
Nauhon,0600615007
Naulayan,0803733008
Naulid,0603030084
Naulo,0307113016
Naumuan,0603031015
Naungan,0803738073
Naungan,1907007026
Nauring,0600611023
Nausok,0701225026
Nauzon,0304913009
Nava,0806403019
Navagan,0201505032
Navais,0631000115
Naval,0803719025
Navalan,0907330016
Navalas,0603017031
Navalas,0607901018
Navaling,0305411005
Navalita,0806404014
Navaluan,0105526021
Navarro,0402108016
Navarro,0806003109
Navarro,1606723004
Navarro,1608501012
Navarro,1608507004
Navarro,1903617083
Navatas Daku,0806019004
Navatas Guti,0806019005
Navatat,0105509008
Navillan,0603046039
Navitas,0405610029
Navitas,0600413013
Navitas,0600416015
Navitas,0601909033
Navotas,0401003038
Navotas,0405806018
Navotas,1705205039
Navotas East,1380900006
Navotas West,1380900007
Nawal,1401104007
Nawi,0806022021
Naya,0306911009
Nayawan,0601917031
Nayom,0105520010
Nayon,1402705009
Nayon,1804525005
Nayong Kanluran,1381300069
Nazareno,0103301008
Nazareno,0504120014
Nazareno,0506208025
Nazaret,0607901019
Nazareth,0304910003
Nazareth,0600405010
Nazareth,0600616053
Nazareth,0907214016
Nazareth,0908306017
Nazareth,1030500058
Nazuni,0603016022
NBBS Dagat-dagatan,1380900015
NBBS Kaunlaran,1380900009
NBBS Proper,1380900016
Nebga,0803701040
Nebo,0907214017
Necesito,0600609029
Ned,1206319013
Neighborhood,0501703016
Nekitan,1908705024
Nekitan,1908710027
Nemeño,0907337010
Nemmatan,0203127011
Nena,0802620005
Nenita,0804813016
Neogan,0402119014
Nes,1204709032
New Abra,1204708041
New Agutaya,1705319005
New Aklan,1208002021
New Alabang Village,1380800009
New Albay,1108205004
New Alegria,1108201007
New Alimodian,1204708001
New Antique,0908312009
New Antique,1204710020
New Argao,0907204006
New Argao,1108603027
New Asturias,1108204023
New Baclayon,1102408014
New Bago,0702206016
New Baguio,1204707025
New Balamban,1102319012
New Balanac,0803751020
New Bantayan,1102301029
New Barbacan,1705318013
New Barbaza,1204710021
New Barili,1108204032
New Basak,0907308027
New Bataan,0907204007
New Bethlehem,0907206041
New Bethlehem,1108202035
New Bohol,1102314010
New Bohol,1204704026
New Bugasong,1204708030
New Bulatukan,1204707026
New Busuanga,1705307007
New Caaluan,0501737024
New Cabalan,0331400014
New Calamba,0907227009
New Calape,1108208014
New Calinog,1206506012
New Camiling,1102303016
New Canaan,0908315019
New Canaan,1208001014
New Canipo,1705319006
New Carcar,0907204008
New Caridad,1204714016
New Carmen,0907340010
New Carmen,1130700082
New Cartagena,1004212022
New Casay,1102323004
New Casul,0907208006
New Casul,1004206003
New Cebu,1102414014
New Cebu,1204707027
New Cebu,1204713022
New Cebu,1206508015
New Cebulan,1108208016
New Clarin,1102401017
New Compostela,1001302011
New Consolacion,1204710024
New Cortez,1102314011
New Culasi,1204711025
New Culasi,1204714017
New Culaylayan,1705313008
New Cuyapo,1206315012
New Cuyo,1705318014
New Dagupan,1705102004
New Dalaguete,1108208015
New Danglayan,0401006024
New Dapitan,0907212012
New Dapitan,0907221005
New Dapitan,0907223022
New Dauis,1108209015
New Dumangas,1206316011
New Eden,1001316015
New Era,1381300023
New Esperanza,1204710025
New Gingoog,1600303042
New Guia,0601907018
New Guinlo,1705320015
New Gumawan,0603040062
New Gumiad,0205007018
New Ibajay,1705312009
New Igbaras,1204711026
New Ilalim,0331400015
New Ilocos,1102407014
New Iloilo,1206315008
New Isabela,1206511010
New Israel,1204707038
New Janiuay,1204710026
New Kababae,0331400016
New Kalalake,0331400012
New Kalibo,1204710022
New Katipunan,0806409035
New Katipunan,0907318018
New Katipunan,1102318009
New Katipunan,1102410023
New Katipunan,1108205016
New Kidapawan,1001308021
New La Union,1208005010
New Labangan,0907312015
New Lagao,1206511011
New Lambunao,1206315009
New Lawa-an,1204710027
New Lebangon,0907210018
New Leon,1204717010
New Leyte,1108204033
New Lituban,0907219016
New Look,1004212023
New Loon,1102301040
New Lourdes,0701216008
New Lower Bicutan,1381500022
New Lucban,1430300076
New Lumbacaingud,1903626027
New Mabuhay,1608503016
New Magsaysay,0203104015
New Maguisa,0506207024
New Mahayag,0806005029
New Malaga,1102315023
New Malitbog,1102315024
New Manay,1108205017
New Manunca,0806017019
New Maug,1600306016
New Minarog,0806012025
New Moriones,0501725011
New Murcia,1102410024
New Namangka,1804614025
New Nazareth,1608501022
New Nongnongan,1001304018
New Opon,1102407022
New Orlins,0201517033
New Oroquieta,0907327012
New Panay,1108205018
New Panay,1204711027
New Panay,1204714018
New Panay,1204717011
New Panay,1206503018
New Pandan,1102315025
New Pandan,1204708031
New Pangasinan,1206306014
New Pangasinan,1206504024
New Panggangan,1731500042
New Passi,1206511012
New Poblacion,0103308009
New Poblacion,0501707006
New Poblacion,0607901020
New Pontevedra,1204715010
New Quezon,1102404019
New Rizal,0804805037
New Rizal,0907214018
New Rizal,1204710028
New Sagay,0908312010
New Salem,0306906022
New Salem,1600301042
New Salvacion,0907205026
New Sambog,1102314012
New San Agustin,0806002028
New San Jose,0300804021
New San Juan,0307102017
New San Roque,0501728011
New Santiago,1102301030
New Sibonga,1102406020
New Sibonga,1108209016
New Sicayab,0907210019
New Siquijor,0907208008
New Society Village Pob.,1630400070
New Taligue,0803701057
New Tambo,0907203027
New Tanglag,1403213040
New Tangub,0907214019
New Taokanga,1102508016
New Tubigon,1600314012
New Tuburan,0907344014
New Unidos,0907318019
New Valencia,1130700083
New Village,0907328027
New Visayas,1001303010
New Visayas,1001304019
New Visayas,1102315026
New Visayas,1102318017
New Visayas,1102410025
New Visayas,1102507024
New Visayas,1108204034
New Visayas,1108208017
New Visayas,1600308011
New Visayas,1600312005
New Zañiga,1380500019
Newagac,0201513039
Newland,0907208007
Ngabangab,0102817016
Ngan,1108201008
Ngarag,0203106015
Ngibat,1403215021
Ngileb,1402707020
Ngingi-an,0603010009
Ngingir,1903620034
Ngingir,1903632041
Ngolos,0802609030
Ngoso,0806007058
Nian,0907306034
Niangkaan,0906619006
Nibaliw,0105523014
Nibaliw,0105526022
Nibaliw Central,0105533016
Nibaliw East,0105533017
Nibaliw Magliba,0105533018
Nibaliw Narvarte,0105533029
Nibaliw Norte,0105510009
Nibaliw Sur,0105510010
Nibaliw Vidal,0105533030
Nica-an,1204705024
Nicanor Zabala,1705318034
Nicdao,1001301011
Nicolas,1705105008
Nicolas Agatep,0201517019
Nicolasa Virata,0402123021
Nieva,0405616015
Nieves,0304927009
Nigui,0305412013
Niing,0405641013
Nijaga,0806003110
Nilabo,0907212013
Nilasin 1st,0306911010
Nilasin 2nd,0306911011
Nilentap,0105532056
Nilo,0907344015
Nilombot,0105528012
Nilombot,0105538018
Nilumisu,0203112033
Ninety Sixth Pob.,0402108009
Ninikat Ng Pag-Asa,1705104015
Nining,0105536019
Niño,0603015018
Niño Jesus,0500507045
Niño Jesus,0501703017
Niño Jesus,0501716009
Niñoy,0105502010
Ninoy Aquino,0330100036
Ninoy Aquino,1804608012
Ninoy Aquino,1001307013
Niog,0402103083
Niog-Cabison-Bulaney,0105527055
Niog-niog,0906604030
Niog-niog,0906610010
Niog-Sangahan,0906613044
Niogan,0401029020
Niogan,0405810007
Nipa,0504115016
Nipa,0603015019
Nipa,0603038017
Nipa,0803713040
Nipa,0804814021
Nipa,0806006035
Nipa,0806024007
Nipa-nipa,0906612035
Nipaan,0907218064
Nipaco,0306910022
Nipoo,0307704004
Nito-an Lupsag,0603020027
Nituan,1908709017
Niug Norte,0201526023
Niug Sur,0201526024
Niugan,1380400013
Niugan,0301401009
Niugan,0301410036
Niugan,0401012027
Niugan,0403404011
Niyugan,0304912015
Niyugan,0401007031
Niyugan,0401011014
Noa,1204706037
Noboran,0907312016
Nocnocan,0701243017
Nogpo,0500507030
Noli,1600301011
Nomoh,1208004012
Nong-nong,1630400096
Nonoc,0504107013
Nonoc,1806102017
Nonoc,1606724033
Nonok Norte,0806407045
Nonok Sur,0806407046
Nonokan,0906609031
Nonong Casto,0401012028
Nonong Senior,0307708014
Nonoy,0631000116
Nonoyan,0907224013
Nopulan,0907337011
Noque,0908310015
Norhaya Village,1903617142
North Avanceña,0631000008
North Baluarte,0631000118
North Bay Boulevard North,1380900008
North Cadulawan,1003514021
North Centro,0501734031
North Daang Hari,1381500023
North Fairview,1381300142
North Fundidor,0631000117
North Lamidan,1108601003
North Larap,1907005022
North Laud,0906612037
North Manta,0906612038
North Manuangan,1204711021
North Manubul,0906618009
North Mapang,0907212006
North Musu Laud,0906612040
North Paarol,0906615007
North Poblacion,1400103016
North Poblacion,0304918016
North Poblacion,0307106006
North Poblacion,0307706019
North Poblacion,0501605014
North Poblacion,0506210019
North Poblacion,1804603014
North Poblacion,1804612023
North Poblacion,1804623020
North Poblacion,1806102018
North Poblacion,0702234019
North Poblacion,1001315014
North Poblacion,1001802006
North Poblacion,1004319011
North San Jose,0631000119
North Signal Village,1381500024
North Silumpak,0906612041
North Villazar,0501734032
Northern Cababuyan,1402709012
Northern Paligue,1102411008
Northern Poblacion,0702242008
Northern Poblacion,0702253006
Northern Poblacion,1004202010
Northern Poblacion,1004204011
Northern Poblacion,1004212024
Northwest Poblacion,0304918017
Notong,1903623026
Notongan,1003515018
Nouvelas Occidental,0806002029
Novaliches,0403410030
Novaliches Proper,1381300070
Novallas,1804621005
Novele,1600307005
Nuangan,1204704027
Nueva,1408107006
Nueva,0403425010
Nueva Caceres,0702235019
Nueva Era,0203107017
Nueva Era,0203130009
Nueva Era,1600302009
Nueva Esperanza,0701248009
Nueva Esperanza,0806403020
Nueva Esperanza,0806412005
Nueva Estrella,0701248010
Nueva Estrella,1606723005
Nueva Estrella,1608502007
Nueva Estrella Norte,0806411021
Nueva Estrella Sur,0806411014
Nueva Fuerza,0701212019
Nueva Fuerza,1102319013
Nueva Gracia,1600305004
Nueva Granada,0701209032
Nueva Invencion,0603008012
Nueva Montana,0701209033
Nueva Sevilla,0603008013
Nueva Sociedad,0803738100
Nueva Union,0603035036
Nueva Victoria,0305413020
Nueva Vida,0701230046
Nueva Vida,1204710029
Nueva Vida Este,0701212020
Nueva Vida Norte,0701212022
Nueva Vida Sur,0701212021
Nueva Villa,1108601005
Nueva Visayas,1108206005
Nueva Vista,0803738074
Nueva Vista,1004217009
Nuevavista,0907214020
Nuevo Campo,1606718003
Nuevo Iloco,1108206006
Nuevo Trabajo,1600309005
Nug-as,0702202004
Nuing,1108602025
Nula-tula,0831600008
Nuling,1206506013
Numero,0403414006
Numnum,1804622017
Numo,1206503020
Nunang,1003517017
Nunangan,1908804005
Nungawa,1402711007
Nungnungan I,0203108053
Nungnungan II,0203108054
Nunguan,1999906007
Nungulunan,1402702021
Nunuk,1907006014
Nunuk Likud Sikubong,1907010018
Nunukan,1907011008
Nunungan,1003517018
Nurcia,1606810011
Nuro Poblacion,1908713016
Nursery,0504111024
Nusa,1705308008
Nusa,1907006024
Nusa Lumba Ranao,1903603041
Nusa-nusa,1907006023
Nuyo,1908702011
O-ong,1402709007
O'Donnell,0306904013
Oac,0701220027
Oaig-Daya,0102906024
Oaig-Daya,0102909016
Oaig-Upay-Abulao,0102816014
Oaqui No. 1,0103310021
Oaqui No. 2,0103310022
Oaqui No. 3,0103310023
Oaqui No. 4,0103310024
Oaquing,0103316029
Obaliw-Rinas,0500512037
Obat,1804618017
Obay,0907210020
Obayan,0806013020
Obi,0502004028
Obial,1206505013
Obispo,0803713041
Obligacion,0307701008
Obo,0502009013
Obo,0702222026
Obo-ob,0702209017
Obogon,1804621006
Obong,0105509009
Obong,0702222027
Obong,0802605015
Obongon Diot,0504102019
Oboob,0806003111
Obrero,1381300071
Obrero,0304903055
Obrero,0506203038
Obrero,0806003112
Obrero Pob.,1630400091
Obrero-Lapuz,0631000121
Ocad,0804811015
Ocampo-Rivera District,0304912021
Ocana,0702214008
Ocao-Capiniaan,0205002022
Ocapan,0907324018
Ocapon,0205014005
Ocasion,1001319005
Ocayan,1705305011
Occidental II,0804807027
Occidental Linuk,1903626012
Ochando,0600415011
Ocup,1400119004
Odicon,0501727011
Odiong,1705212009
Odiong,0600401010
Odiong,0600616054
Odiong,1804519015
Odiong,0701225027
Odiong,0803724019
Odiong,1600303043
Odiongan,0603004021
Odiongan,0603038018
Odiongan,0803701041
Odiongan,1004308030
Odlot,0702211020
Odoc,0806010020
Odong-odong,0603028064
Oeste - A,0806020032
Oeste - B,0806020033
Oga,0502006015
Ogao,0506208026
Ogao,1108209017
Ogbac,1704001041
Ogbong,0502010012
Ogbot,1705203021
Ogo-og,1404401010
Ogob,0500510018
Ogod,0506207025
Ogpao,1108604008
Ogsip,0600409016
Oguis,0502003015
Oguis,0702223029
Oguis,1004310009
Oguisan,0803730013
Ohaj,1402701022
Okiot,1804604023
Okoy,0702244007
Ol-og,0807807014
Olag Grande,0501737025
Olag Pequeño,0501737026
Olaga,0600616055
Olalo,0601911012
Olama,1903605019
Olandang,1999904006
Olandao,1804605009
Olandia,0506202016
Olang,1806104016
Olango,0203119008
Olango,0603030085
Olango,0702204008
Olango,1003511012
Olango,1903621021
Olas,0501717021
Olas,1908710028
Olave,1806101011
Olawa Ambolong,1903617085
Olaycon,1108207011
Old Bulatukan,1204707028
Old Busuanga,1705307008
Old Caaluan,0501737027
Old Cabalan,0331400021
Old Camp,0501602013
Old Capitol Site,1381300072
Old Central,0103319007
Old Centro I,0203132013
Old Centro II,0203132014
Old Damulog,1001302013
Old Guia,0601907020
Old Guinlo,1705320016
Old Gumiad,0205706009
Old Kibawe,1001308023
Old Labangan,0907312017
Old Macopa,1102508011
Old Maguisa,0506207026
Old Mahayag,0806005030
Old Manunca,0806017020
Old Mirapao,0907306019
Old Moriones,0501725012
Old Namangka,1804614026
Old Nongnongan,1001304020
Old Poblacion,0103308010
Old Poblacion,0607901021
Old Poblacion,1804509017
Old Poblacion,1003514020
Old Poblacion,1208005011
Old Rizal,0804805038
Old Sagay,1804523015
Old San Agustin,0806002031
Old San Jose,0300804022
Old San Mariano,0203131024
Old San Roque,0501728012
Old Taligue,0803701058
Old Tinglayan,1403215022
Old Zañiga,1380500020
Olea,0105524054
Olegario-Caoile,0105527056
Olera,0806003113
Oleras,0804808039
Olilicon,1402704018
Olingan,0907202008
Olisihan,0806402036
Olisihan,0806417045
Oliva,0501601018
Olivete,0304902016
Olivo,0702249015
Olla,0403416025
Olo,1806106026
Olo Barroc,0603045044
Olo Cacamposan,0105527057
Olo Cafabrosan,0105527058
Olo Cagarlitan,0105527059
Olo-olo,0401015019
Olo-olo Norte,0102927017
Olo-olo Sur,0102927018
Oloc,0600609030
Olongtao Ibaba,0405625012
Olongtao Ilaya,0405625013
Olot,0803749006
Olotan,0803723023
Olotayan,0601914041
Oloybuaya,0306906024
Oltama,0105546028
Oluangan,0603028065
Olympia,1380300014
Olympia,1804604024
Olympog,1230800039
Oma-oma,0500508034
Omaganhan,0803745010
Omagling,1001313004
Omalo,0501717022
Omambog,0603043049
Omambong,0603028066
Omawas,0802615011
Omaya,0307112017
Ombao Heights,0501706016
Ombao Polpog,0501706017
Ombong,1606701005
Omboy,0300801008
Omio,0603027018
Omjon,0701247026
Omlot,0600609031
Omonay,1001302014
Ompao,1102511008
Oñate de Leon,0631000120
Onay,0804808040
Ondol,0701224041
Ondoy,0600406023
Ondoy,0601905012
Ong Yiu Pob.,1630400071
Ongo,0500504035
Ongol Ilawod,0601904026
Ongol Ilaya,0601904027
Ongyod,0603030086
Onica,1204704028
Onop,0603030087
Onse,1381400011
Oobi,0403416024
Oogong,0403426010
Opao,0702237014
Opao,0731300019
Opao,0907201025
Opias,0405647045
Oples,0403410031
Oples,0403417036
Opong,0803749007
Opong,0804806029
Opong,1606725010
Opsan,0600607041
Oquendo,0600402010
Oquendo,0806003114
Ora,0102903016
Oraan East,0105525033
Oraan West,0105525034
Oracon Norte,0607905009
Oracon Sur,0607903014
Oranbo,1381200013
Orandang,1908709018
Orange,0506207027
Oras,0500517025
Oras,0506206023
Orconuma,1705203022
Ordovilla,1705215016
Oregon,1102506009
Orence,0102914020
Orense,0401006025
Oribi,0102922019
Oriental Beta,1903641008
Oriental II,0804807028
Origuel,0403416026
Oring,0501711031
Oring,1908702012
Oring-oring,1705306014
Oringao,1804515013
Oringon,0500513020
Ormaca,1600308030
Ormocay,0803717034
Ormocay,0803735008
Oro,0907201026
Oro,1600303018
Oroc-Osoc,0501711032
Orok,1606724067
Orong,1804515014
Orong,1903601019
Orquia,0600614022
Ortega,0103303030
Ortega,0600409017
Ortiz,0103311030
Ortiz,0631000122
Osang,0804806030
Osao,0806414016
Oscariz,0203124007
Osiao,0506216050
Osias,1204703014
Osiem,0105526023
Oslao,1606719010
Osman,0600413014
Osmena,0203109011
Osmeña,0105519012
Osmeña,0105527060
Osmeña,0203114067
Osmeña,0205013008
Osmeña,0304931014
Osmeña,0405634018
Osmeña,1705303009
Osmeña,1705322010
Osmeña,0501605010
Osmeña,0502002016
Osmeña,0502010013
Osmeña,0504105024
Osmeña,0504107014
Osmeña,0506203039
Osmeña,0631000123
Osmeña,0802606020
Osmeña,0802607008
Osmeña,0803707021
Osmeña,0803730014
Osmeña,0804806031
Osmeña,0804810027
Osmeña,0804814022
Osmeña,0804824014
Osmeña,0806003115
Osmeña,0806008010
Osmeña,0806010007
Osmeña,1001303011
Osmeña,1102414015
Osmeña,1108201009
Osmeña,1600301013
Osmeña,1606707013
Osmeña,1606817011
Osmeña,1608504009
Osmena Sr.,0105509010
"Osmeña, Sr.",1600304005
Oson,0500517026
Oson,0804804005
Osorio,0402122008
Osorio,0600606029
Osorio I,0600614034
Osorio II,0600614035
Ospital,1004201027
Osukan,0907205027
Otama,0806403021
Otavi,0506203040
Oteiza,1606815008
Otikon,0806405010
Otoc,0806004024
Otod,1705913008
Otol-Patac,0102919013
Otucan Norte,1404402018
Otucan Sur,1404402019
Our Lady Of Fatima,0631000084
Our Lady Of Lourdes,0631000124
Outlook Drive,1430300081
Overland,0701209034
Overland,0908308025
Overview,0907206042
Owac,0701208009
Owacan,1804612020
Owak,0603013056
Owak,0702206017
Owak,0803719026
Owakan,1001803006
Owaog-Nebloc,0307101032
Owaon,0907201027
Owas,1204706038
Owayan,1004215031
Oy,0701229020
Oya-oy,0103303046
Oya-oy,0603030005
Oyama,0500518024
Oyan,0907201028
Oyan,0907217010
Oyandic,0806012026
Oyang,0600409018
Oyao,0205007016
Oyong,0601916015
Oyungan,0603030088
P. Barrantes,0803702032
P. Burgos,0403429019
P. Fuentes,1108211003
P. Javier,0600615008
P. Rebadulla,0804806032
P. Teston,0502002017
P. Tingzon,0804819014
P.F. Espiritu 1,0402103018
P.F. Espiritu 2,0402103084
P.F. Espiritu 3,0402103055
P.F. Espiritu 4,0402103085
P.F. Espiritu 5,0402103058
P.F. Espiritu 6,0402103059
Pa-a,0803719027
Pa-o,0103305026
Pa-on,0603019015
Paagahan,0403414007
Paagan,0103303031
Paagan,0103318008
Paalaman,0405807016
Paang Bundok,1381300073
Paang Bundok,0405635009
Paatan Lower,1204703015
Paatan Upper,1204703016
Paayas,0102806009
Pababag,1907002021
Pabanlag,0305406018
Pabanog,0806022022
Pabil,0203124008
